SYMBOL,COMPANY,COUNTRY,EXCHANGE
CATP34.SA,Caterpillar Inc,Brazil,BOVESPA - Sao Paolo Stock Exchange
CATR.PA,Caterpillar Inc,France,Paris Stock Exchange
CTA.L,Caterpillar Inc,United Kingdom,London Stock Exchange
CAT,Caterpillar Inc.,United States of America,
CVL.TO,Cervus Equipment Corp,Canada,Toronto Stock Exchange
CVL.TO,Cervus Equipment Corp,Canada,Toronto Stock Exchange
CSX.V,Clean Seed Capital Group Ltd,Canada,TSX Venture Exchange
CNHI,CNH Industrial N.V.,United States of America,
CNHI.MI,CNH Industrial NV,Italy,Milan Stock Exchange
CMCO,Columbus McKinnon Corporation,United States of America,
CRANEX.BO,Cranex Ltd,India,Bombay Stock Exchange
DCO.DE,Deere & Co,Germany,XETRA Stock Exchange
DE,Deere & Company,United States of America,
EPCIN.BO,EPC Industrial Ltd,India,Bombay Stock Exchange
ESCORTS.BO,Escorts Ltd,India,Bombay Stock Exchange
ESCORTS.NS,Escorts Ltd,India,National Stock Exchange of India
EXE.PA,Exel Industries SA,France,Paris Stock Exchange
FTP.DE,First Tractor Co Ltd,Germany,XETRA Stock Exchange
0038.HK,"First Tractor Co., Ltd.",Hong Kong,Hong Kong Stock Exchange
GENC,Gencor Industries Inc.,United States of America,
0317.HK,Guangzhou Shipyard Intern,Hong Kong,Hong Kong Stock Exchange
GUJAPOIND.BO,Gujarat Apollo Industries Ltd,India,Bombay Stock Exchange
GUJAPOLLO.NS,Gujarat Apollo Industries Ltd,India,National Stock Exchange of India
HUWX,"HeatWurx, Inc.",United States of America,
HCM.DE,Hitachi Construction,Germany,XETRA Stock Exchange
JAINIRRIG.BO,Jain Irrigation Systems Ltd,India,Bombay Stock Exchange
SHR.AX,John Shearer holdings,Australia,Australian Stock Exchange
JO3.DE,Joy Global Inc,Germany,XETRA Stock Exchange
JOY,"Joy Global, Inc.",United States of America,
BAZA378.SA,Kepler Weber SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
MLI-H.V,Kingsland Energy Corp,Canada,TSX Venture Exchange
KOM1.DE,Komatsu Ltd,Germany,XETRA Stock Exchange
K34.DE,Konecranes Oyj,Germany,XETRA Stock Exchange
KUO1.DE,Kubota Corp,Germany,XETRA Stock Exchange
LMF.DE,Lindsay Corp,Germany,XETRA Stock Exchange
LNN,Lindsay Corporation,United States of America,
C9IB.DE,Lonking Holdings Ltd,Germany,XETRA Stock Exchange
MAISF.BO,Mahesh Agricultural,India,Bombay Stock Exchange
BAUH458.SA,Metisa Metalurgica,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAUH428.SA,Mills Estruturas e,Brazil,BOVESPA - Sao Paolo Stock Exchange
MU1.DE,Mitsui Engineering,Germany,XETRA Stock Exchange
NHLE,Nhale Inc.,United States of America,
REVATHI.NS,Revathi Equipment Ltd,India,National Stock Exchange of India
REVTEQP.BO,Revathi Equipment Ltd,India,Bombay Stock Exchange
RUNGTAIR.BO,Rungta Irrigation Ltd,India,Bombay Stock Exchange
SANGHVIMO.NS,Sanghvi Movers Ltd,India,National Stock Exchange of India
SANGHVIMQ.BO,Sanghvi Movers Ltd,India,Bombay Stock Exchange
0631.HK,Sany Heavy Equipment,Hong Kong,Hong Kong Stock Exchange
YXS.DE,Sany Heavy Equipment,Germany,XETRA Stock Exchange
SHIVAGR.BO,Shivagrico Implements Ltd,India,Bombay Stock Exchange
KF4.SI,Sin Heng Heavy Machinery Ltd,Singapore,Singapore Stock Exchange
SNV.DE,Sin Heng Heavy Machinery Ltd,Germany,XETRA Stock Exchange
SKYLMILAR.BO,Skyline Millars Ltd,India,Bombay Stock Exchange
SOM.L,Somero Enterprises Inc,United Kingdom,London Stock Exchange
TXG.DE,Terex Corp,Germany,XETRA Stock Exchange
TEX,Terex Corporation,United States of America,
TRTC,Terra Tech Corp.,United States of America,
TRTC,Terra Tech Corp.,United States of America,
MTW,"The Manitowoc Company, Inc.",United States of America,
TZ4.DE,Titan International Inc,Germany,XETRA Stock Exchange
TWI,Titan International Inc.,United States of America,
UTY.DE,United Tractors Tbk,Germany,XETRA Stock Exchange
VSTTILL.BO,VST Tillers Tractors Ltd,India,Bombay Stock Exchange
WAC.DE,Wacker Neuson SE,Germany,XETRA Stock Exchange
WINDSOR.NS,Windsor Machines Ltd.,India,National Stock Exchange of India
BWOWF,Wowjoint Holdings Limited,United States of America,
BWOWF,Wowjoint Holdings Limited,United States of America,
0840.HK,Xinjiang Tianye Water,Hong Kong,Hong Kong Stock Exchange
X1T.DE,Xinjiang Tianye Water,Germany,XETRA Stock Exchange
E6A.SI,Yongmao Holdings Ltd,Singapore,Singapore Stock Exchange
1157.HK,Zoomlion Heavy Industry,Hong Kong,Hong Kong Stock Exchange
AAON,AAON Inc.,United States of America,
ACC.BO,ACC Ltd,India,Bombay Stock Exchange
ACC.NS,ACC Ltd,India,National Stock Exchange of India
ABC.AX,Adelaide Brighton Limited,Australia,Australian Stock Exchange
GHO.DE,Adelaide Brighton Limited,Germany,XETRA Stock Exchange
ANGA.DE,AFG Arbonia-Forster-Holding AG,Germany,XETRA Stock Exchange
AGTA.PA,Agta Record,France,Paris Stock Exchange
ALFAICA.BO,Alfa Ica (India) Ltd,India,Bombay Stock Exchange
ALU.L,Alumasc Group PLC,United Kingdom,London Stock Exchange
ACL.BO,Ambuja Cements Ltd,India,Bombay Stock Exchange
AMBUJACEM.NS,Ambuja Cements Ltd,India,National Stock Exchange of India
ANDHRCM.BO,Andhra Cements Ltd,India,Bombay Stock Exchange
0914.HK,Anhui Conch Cement,Hong Kong,Hong Kong Stock Exchange
AQE.DE,Anhui Conch Cement Co Ltd,Germany,XETRA Stock Exchange
ANJANI.BO,Anjani Synthetics Ltd.,India,Bombay Stock Exchange
APOG,"Apogee Enterprises, Inc.",United States of America,
AQC.V,Aquarius Coatings Inc,Canada,TSX Venture Exchange
91A.DE,Armstrong World Industries Inc,Germany,XETRA Stock Exchange
AWI,"Armstrong World Industries, In",United States of America,
AROGRANI.BO,Aro Granite Industries Ltd,India,Bombay Stock Exchange
AROGRANIT.NS,Aro Granite Industries Ltd,India,National Stock Exchange of India
SHJ.DE,Asahi Glass Co Ltd,Germany,XETRA Stock Exchange
0743.HK,Asia Cement (China),Hong Kong,Hong Kong Stock Exchange
4OJ.DE,Asia Cement (China) Hldgs,Germany,XETRA Stock Exchange
ASCD.L,Asia Cement Corp,United Kingdom,London Stock Exchange
ASIANTILE.NS,Asian Granito India Ltd,India,National Stock Exchange of India
ASIANTILES.BO,Asian Granito India Ltd,India,Bombay Stock Exchange
ASPN,"Aspen Aerogels, Inc.",United States of America,
ALZB.DE,Assa Abloy AB,Germany,XETRA Stock Exchange
AXIH,"Axion International Holdings,",United States of America,
AXIH,"Axion International Holdings,",United States of America,
BVCL.BO,Barak Valley Cements Ltd,India,Bombay Stock Exchange
BVCL.NS,Barak Valley Cements Ltd,India,National Stock Exchange of India
9BM.DE,BBMG Corp,Germany,XETRA Stock Exchange
2009.HK,BBMG Corporation,Hong Kong,Hong Kong Stock Exchange
BECN,"Beacon Roofing Supply, Inc.",United States of America,
BEARDSELL.NS,Beardsell Ltd,India,National Stock Exchange of India
BHEEMACEM.BO,Bheema Cements Ltd,India,Bombay Stock Exchange
BINANIIND.NS,Binani Industries Ltd,India,National Stock Exchange of India
BINANIZINC.BO,Binani Industries Ltd,India,Bombay Stock Exchange
BIRLACORP.BO,Birla Corp Ltd,India,Bombay Stock Exchange
BIRLACORP.NS,Birla Corp Ltd,India,National Stock Exchange of India
SHGRANI.BO,Blazon Marbles Ltd,India,Bombay Stock Exchange
BLD.AX,Boral Ltd,Australia,Australian Stock Exchange
HQK.DE,Boral Ltd,Germany,XETRA Stock Exchange
BMSA.DE,Braas Monier Building,Germany,XETRA Stock Exchange
BBL-A.TO,Brampton Brick Ltd,Canada,Toronto Stock Exchange
MMAT.L,Breedon Aggregates Ltd,United Kingdom,London Stock Exchange
BKW.AX,Brickworks Ltd,Australia,Australian Stock Exchange
BRUSHMAN.BO,Brushman (India) Ltd,India,Bombay Stock Exchange
BURNPUR.BO,Burnpur Cement Ltd,India,Bombay Stock Exchange
BURNPUR.NS,Burnpur Cement Ltd,India,National Stock Exchange of India
BZU.MI,Buzzi Unicem,Italy,Milan Stock Exchange
BZUR.MI,Buzzi Unicem,Italy,Milan Stock Exchange
UCM.DE,Buzzi Unicem,Germany,XETRA Stock Exchange
UCM1.DE,Buzzi Unicem,Germany,XETRA Stock Exchange
CSTE,CaesarStone Sdot-Yam Ltd.,United States of America,
CWX.TO,CanWel Building Materials,Canada,Toronto Stock Exchange
CATA,"Catalyst Resource Group, Inc.",United States of America,
3KH.DE,Catur Sentosa Adiprana Tbk,Germany,XETRA Stock Exchange
CCOM,"CCOM Group, Inc.",United States of America,
CVX.V,Cematrix Corp,Canada,TSX Venture Exchange
CEM.MI,Cementir Holding SPA,Italy,Milan Stock Exchange
PLZ.DE,Cementos Portland,Germany,XETRA Stock Exchange
CEXA.DE,Cemex SAB de CV,Germany,XETRA Stock Exchange
CENTURYTE.NS,Century Textiles & Indus,India,National Stock Exchange of India
CENTURYTEX.BO,Century Textiles & Indus,India,Bombay Stock Exchange
CERA.NS,Cera Sanitaryware Ltd,India,National Stock Exchange of India
CERASAN.BO,Cera Sanitaryware Ltd,India,Bombay Stock Exchange
BAZA85.SA,Ceramica Chiarelli SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA86.SA,Ceramica Chiarelli SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
RIC.MI,Ceramiche Ricchetti,Italy,Milan Stock Exchange
V39.DE,China Adv Construction,Germany,XETRA Stock Exchange
CADC,China Advanced Construction Ma,United States of America,
CCCL,"China Ceramics Co., Ltd.",United States of America,
D50.SI,China Great Land Holdings Ltd,Singapore,Singapore Stock Exchange
3323.HK,China National Building,Hong Kong,Hong Kong Stock Exchange
D1Y.DE,China National Building,Germany,XETRA Stock Exchange
5CM.DE,China National Materials,Germany,XETRA Stock Exchange
1313.HK,China Resources Cement,Hong Kong,Hong Kong Stock Exchange
C44.DE,China Resources Cement Ho,Germany,XETRA Stock Exchange
0691.HK,China Shanshui Cement,Hong Kong,Hong Kong Stock Exchange
C95.DE,China Shanshui Cement Gr,Germany,XETRA Stock Exchange
0385.HK,Chinney Alliance Group Ltd.,Hong Kong,Hong Kong Stock Exchange
CPV.DE,Cimpor - Cimentos de Portugal,Germany,XETRA Stock Exchange
C02.SI,Compact Metal Industries,Singapore,Singapore Stock Exchange
T4E.SI,Compact Metal Industries Ltd,Singapore,Singapore Stock Exchange
COD.L,Compagnie de Saint-Gobain,United Kingdom,London Stock Exchange
SGO.PA,Compagnie de Saint-Gobain,France,Paris Stock Exchange
SGONV.PA,Compagnie de Saint-Gobain,France,Paris Stock Exchange
CLEV,"Concrete Leveling Systems, Inc",United States of America,
CBPX,"Continental Building Products,",United States of America,
CMOCTEZ.MX,Corporacion Moctezuma,Mexico,Mexico Stock Exchange
CRN3.DE,Creaton AG,Germany,XETRA Stock Exchange
CRH.L,CRH PLC,United Kingdom,London Stock Exchange
CSR.DE,CSR Ltd,Germany,XETRA Stock Exchange
CSRCD.AX,CSR Ltd,Australia,Australian Stock Exchange
DKI.DE,Daikin Industries Ltd,Germany,XETRA Stock Exchange
DALMIABHA.NS,Dalmia Bharat Ltd,India,National Stock Exchange of India
DECCANCE.BO,Deccan Cements Ltd,India,Bombay Stock Exchange
DECCANCE.NS,Deccan Cements Ltd,India,National Stock Exchange of India
DECB.BR,Deceuninck,United States of America,
DECOLIGHT.BO,Decolight Ceramics Ltd,India,Bombay Stock Exchange
DECOLIGHT.NS,Decolight Ceramics Ltd,India,National Stock Exchange of India
D11.SI,Design Studio Group Ltd,Singapore,Singapore Stock Exchange
DSK1.DE,Deutsche Steinzeug,Germany,XETRA Stock Exchange
DHOOTIND.BO,Dhoot Industries Ltd,India,Bombay Stock Exchange
D3I.DE,Dist & Warehousing,Germany,XETRA Stock Exchange
DIVSHKT.BO,Divyashakti Granites Ltd,India,Bombay Stock Exchange
DLX.AX,DuluxGroup Ltd,Australia,Australian Stock Exchange
EBN.DE,E Bon Holdings Ltd,Germany,XETRA Stock Exchange
ECOBOAR.BO,Ecoboard Industries Ltd,India,Bombay Stock Exchange
ELECTCAST.NS,Electrosteel Castings Ltd,India,National Stock Exchange of India
ELECTROST.BO,Electrosteel Castings Ltd,India,Bombay Stock Exchange
ELEMARB.BO,Elegant Marbles,India,Bombay Stock Exchange
S44.SI,EnGro Corp Ltd,Singapore,Singapore Stock Exchange
ESR.L,Ensor Holdings PLC,United Kingdom,London Stock Exchange
EPWN.L,Epwin Group PLC,United Kingdom,London Stock Exchange
BAUH239.SA,Eternit SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA240.SA,Eucatex Industria,Brazil,BOVESPA - Sao Paolo Stock Exchange
EUROCERA.BO,Euro Ceramics Ltd,India,Bombay Stock Exchange
EUROCERA.NS,Euro Ceramics Ltd,India,National Stock Exchange of India
EVEREST.BO,Everest Industries Ltd,India,Bombay Stock Exchange
EVERESTIN.NS,Everest Industries Ltd,India,National Stock Exchange of India
FBF.V,Fab-Form Industries Ltd,Canada,TSX Venture Exchange
FERR.BA,Ferrum de Ceramica,Argentina,Buenos Aires Stock Exchange
FBR-H.V,Fibre-Crown Manufacturing Inc,Canada,TSX Venture Exchange
FGI.AX,Flat Glass Industries Ltd,Australia,Australian Stock Exchange
FBU.AX,Fletcher Building Ltd,Australia,Australian Stock Exchange
FBU.NZ,Fletcher Building Ltd,New Zeland,New Zealand Stock Exchange
FOZN.DE,Forbo Holding AG,Germany,XETRA Stock Exchange
GBRA.DE,Geberit AG,Germany,XETRA Stock Exchange
GGGRAN.BO,Gee Gee Granites Ltd,India,Bombay Stock Exchange
GLITTEKG.BO,Glittek Granites Ltd,India,Bombay Stock Exchange
GFTU.L,Grafton Group PLC,United Kingdom,London Stock Exchange
GREENPLY.BO,Greenply Industries Ltd,India,Bombay Stock Exchange
GREENPLY.NS,Greenply Industries Ltd,India,National Stock Exchange of India
GFF,Griffon Corporation,United States of America,
GRINDWELL.NS,Grindwell Norton Ltd,India,National Stock Exchange of India
GRINDWELNOR.BO,Grindwell Norton Ltd,India,Bombay Stock Exchange
GCC.MX,Grupo Cementos,Mexico,Mexico Stock Exchange
GISSAA.MX,Grupo Industrial Saltillo,Mexico,Mexico Stock Exchange
LAMOSA.MX,Grupo Lamosa SAB de CV,Mexico,Mexico Stock Exchange
GUJBOROS.BO,Gujarat Borosil Ltd,India,Bombay Stock Exchange
GUJNFLY.BO,Gujarat Narmada Flyash Co Ltd,India,Bombay Stock Exchange
GUJSIDHCE.NS,Gujarat Sidhee Cement Ltd.,India,National Stock Exchange of India
GUJSIDHEE.BO,Gujarat Sidhee Cement Ltd.,India,Bombay Stock Exchange
5PP.SI,Hafary Holdings Ltd,Singapore,Singapore Stock Exchange
5VS.SI,Hafary Holdings Ltd,Singapore,Singapore Stock Exchange
BAZA309.SA,Haga SA Industria E Comercio,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA310.SA,Haga SA Industria E Comercio,Brazil,BOVESPA - Sao Paolo Stock Exchange
CV6.DE,Headwaters Inc,Germany,XETRA Stock Exchange
HW,Headwaters Incorporated,United States of America,
HSM.L,Heath (Samuel) & Sons PLC,United Kingdom,London Stock Exchange
HEI.DE,HeidelbergCement AG,Germany,XETRA Stock Exchange
HEIDELBER.NS,HeidelbergCement India Ltd,India,National Stock Exchange of India
HEIDELCEM.BO,HeidelbergCement India Ltd,India,Bombay Stock Exchange
HTIG.L,Hightex Group PLC,United Kingdom,London Stock Exchange
HYDIND.BO,HIL Ltd,India,Bombay Stock Exchange
HYDRBADIN.NS,HIL Ltd,India,National Stock Exchange of India
HIL.AX,Hills Ltd,Australia,Australian Stock Exchange
HIMGRANI.BO,Himalaya Granites Ltd,India,Bombay Stock Exchange
JMIN.BA,Holcim (Argentina) SA,Argentina,Buenos Aires Stock Exchange
RU6.DE,Holcim Indonesia Tbk,Germany,XETRA Stock Exchange
HLBN.DE,Holcim Ltd,Germany,XETRA Stock Exchange
HSIL.BO,HSIL Ltd,India,Bombay Stock Exchange
HSIL.NS,HSIL Ltd,India,National Stock Exchange of India
IFGLREF.BO,IFGL Refractories Ltd,India,Bombay Stock Exchange
IFGLREFRA.NS,IFGL Refractories Ltd,India,National Stock Exchange of India
IY4.DE,Imerys,Germany,XETRA Stock Exchange
NK.PA,Imerys,France,Paris Stock Exchange
INANI.BO,Inani Marbles & Industries Ltd,India,Bombay Stock Exchange
INDIACEM.BO,India Cements Ltd,India,Bombay Stock Exchange
INDIACEM.NS,India Cements Ltd,India,National Stock Exchange of India
ITP.DE,Indocement Tunggal,Germany,XETRA Stock Exchange
INH.DE,Indus Holding AG,Germany,XETRA Stock Exchange
TSS.DE,Innotec Tss AG,Germany,XETRA Stock Exchange
IBP,"Installed Building Products, I",United States of America,
STAL.PA,Installux,France,Paris Stock Exchange
CERAMICB.MX,Internacional de Ceramica,Mexico,Mexico Stock Exchange
CERAMICD.MX,Internacional de Ceramica,Mexico,Mexico Stock Exchange
IBH.V,International Barrier,Canada,TSX Venture Exchange
IT.MI,Italcementi SpA,Italy,Milan Stock Exchange
ITA.DE,Italcementi SpA,Germany,XETRA Stock Exchange
ITM.MI,Italmobiliare SpA,Italy,Milan Stock Exchange
ITMR.MI,Italmobiliare SpA,Italy,Milan Stock Exchange
JAIMATAG.BO,Jai Mata Glass Ltd,India,Bombay Stock Exchange
JHD.L,James Halstead PLC,United Kingdom,London Stock Exchange
JHA.DE,James Hardie Industries PLC,Germany,XETRA Stock Exchange
JHX.AX,James Hardie Industries PLC,Australia,Australian Stock Exchange
JENSONIC.BO,Jenson & Nicholson India Ltd,India,Bombay Stock Exchange
JENSONICO.NS,Jenson & Nicholson India Ltd,India,National Stock Exchange of India
JKCEM.BO,JK Cement Ltd,India,Bombay Stock Exchange
JKCEMENT.NS,JK Cement Ltd,India,National Stock Exchange of India
JKLAKSHMI.BO,JK Lakshmi Cement Ltd,India,Bombay Stock Exchange
JKLAKSHMI.NS,JK Lakshmi Cement Ltd,India,National Stock Exchange of India
KAJARIAC.BO,Kajaria Ceramics Ltd,India,Bombay Stock Exchange
KAJARIACE.NS,Kajaria Ceramics Ltd,India,National Stock Exchange of India
KAKATCEM.NS,Kakatiya Cement Sugar,India,National Stock Exchange of India
KAKCEM.BO,Kakatiya Cement Sugar,India,Bombay Stock Exchange
KLYNCEM.BO,Kalyanpur Cements Ltd,India,Bombay Stock Exchange
KATWAUD.BO,Katwa Udyog Ltd,India,Bombay Stock Exchange
KEERTHI.BO,Keerthi Industries Ltd,India,Bombay Stock Exchange
KGP.L,Kingspan Group PLC,United Kingdom,London Stock Exchange
CIL.DE,Lafarge SA,Germany,XETRA Stock Exchange
LG.PA,Lafarge SA,France,Paris Stock Exchange
LGNV.PA,Lafarge SA,France,Paris Stock Exchange
L08.SI,Lion Asiapac Ltd,Singapore,Singapore Stock Exchange
TJS.DE,Lixil Group Corp,Germany,XETRA Stock Exchange
LP3.DE,Louisiana-Pacific Corp,Germany,XETRA Stock Exchange
0366.HK,Luks Group,Hong Kong,Hong Kong Stock Exchange
LU4.DE,Luks Group,Germany,XETRA Stock Exchange
1108.HK,Luoyang Glass Company Limited,Hong Kong,Hong Kong Stock Exchange
LRL.V,Luxor Industrial Corp,Canada,TSX Venture Exchange
MADHAV.NS,Madhav Marbles,India,National Stock Exchange of India
MADHAVMA.BO,Madhav Marbles,India,Bombay Stock Exchange
BAZA409.SA,Magnesita Refratarios SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
MANGALC.BO,Mangalam Cement Ltd,India,Bombay Stock Exchange
MANGLMCEM.NS,Mangalam Cement Ltd,India,National Stock Exchange of India
MARATHR.BO,Marathwada Refractories Ltd,India,Bombay Stock Exchange
MSLH.L,Marshalls PLC,United Kingdom,London Stock Exchange
MMX.DE,Martin Marietta Materials Inc,Germany,XETRA Stock Exchange
MLM,Martin Marietta Materials Inc.,United States of America,
MSQ.DE,Masco Corp,Germany,XETRA Stock Exchange
MAS,Masco Corporation,United States of America,
DOOR,Masonite International Corpora,United States of America,
MBD.AX,MBD Corp Ltd,Australia,Australian Stock Exchange
MPG.NZ,Metro Performance Glass Ltd,New Zeland,New Zealand Stock Exchange
MPP.AX,Metro Performance Glass Ltd,Australia,Australian Stock Exchange
MBH.L,Michelmersh Brick Holdings PLC,United Kingdom,London Stock Exchange
MPO.DE,Michelmersh Brick Holdings PLC,Germany,XETRA Stock Exchange
MURLIIND.NS,Murli Industries Ltd,India,National Stock Exchange of India
MURLIINDU.BO,Murli Industries Ltd,India,Bombay Stock Exchange
MURUDCER.BO,Murudeshwar Ceramics Ltd,India,Bombay Stock Exchange
MURUDCERA.NS,Murudeshwar Ceramics Ltd,India,National Stock Exchange of India
CTLE,Nano Labs Corp.,United States of America,
CTLE,Nano Labs Corp.,United States of America,
N02.SI,NatSteel Ltd,Singapore,Singapore Stock Exchange
N7E.DE,Natural Cool Holdings Ltd,Germany,XETRA Stock Exchange
NAVBLDR.BO,Navkar Builders Ltd,India,Bombay Stock Exchange
NCUN.DE,NCI Building Systems Inc,Germany,XETRA Stock Exchange
NCS,NCI Building Systems Inc.,United States of America,
NCLIND.BO,NCL Industries Ltd,India,Bombay Stock Exchange
NCLIND.NS,NCL Industries Ltd,India,National Stock Exchange of India
NEELKAN.BO,Neelkanth Rock Minerals Ltd,India,Bombay Stock Exchange
NERG.PA,Nergeco,France,Paris Stock Exchange
NJBB.DE,NIBE Industrier AB,Germany,XETRA Stock Exchange
NIDHGRN.BO,Nidhi Granites Ltd,India,Bombay Stock Exchange
NI9.DE,Nippon Sheet Glass Co Ltd,Germany,XETRA Stock Exchange
NITCO.BO,Nitco Ltd,India,Bombay Stock Exchange
NITCO.NS,Nitco Ltd,India,National Stock Exchange of India
NB5.DE,Nitto Boseki Co Ltd,Germany,XETRA Stock Exchange
NXR.L,Norcros PLC,United Kingdom,London Stock Exchange
NTK,Nortek Inc.,United States of America,
NTBR.L,Northern Bear PLC,United Kingdom,London Stock Exchange
OKJ.AX,Oakajee Corp Ltd,Australia,Australian Stock Exchange
ALOBR.PA,Ober SA,France,Paris Stock Exchange
OCL.BO,OCL India Ltd,India,Bombay Stock Exchange
OCL.NS,OCL India Ltd,India,National Stock Exchange of India
OLH.AX,Oldfields Holdings Ltd,Australia,Australian Stock Exchange
ORIENTCE.BO,Orient Bell Ltd,India,Bombay Stock Exchange
ORIENTCER.NS,Orient Bell Ltd,India,National Stock Exchange of India
ORIENTAL.BO,Oriental Trimex Ltd,India,Bombay Stock Exchange
ORIENTALT.NS,Oriental Trimex Ltd,India,National Stock Exchange of India
OC,Owens Corning,United States of America,
O5Q.DE,Owens-Corning Inc,Germany,XETRA Stock Exchange
PACIFICI.BO,Pacific Industries Ltd,India,Bombay Stock Exchange
P52.SI,Pan-United Corp Ltd,Singapore,Singapore Stock Exchange
